DATAFLOW,MEASURE: Measure,SECTOR: Sector of Ownership,WORK_TYPE: Type of work,BUILDING_TYPE: Type of building,REGION_TYPE: Region Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12390: Dubbo Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12700: Dungog (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12730: Edward River (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12750: Eurobodalla (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12850: Fairfield (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12870: Federation (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12900: Forbes (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12930: Georges River (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,430: Aged care facilities,LGA2021: Local Government Areas (2021),12950: Gilgandra (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10050: Albury (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10180: Armidale Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10250: Ballina (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10300: Balranald (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10470: Bathurst Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10500: Bayside (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10550: Bega Valley (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10600: Bellingen (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10650: Berrigan (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10750: Blacktown (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10800: Bland (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10850: Blayney (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10900: Blue Mountains (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),10950: Bogan (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11150: Bourke (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11200: Brewarrina (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11250: Broken Hill (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11300: Burwood (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11350: Byron (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11400: Cabonne (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11450: Camden (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11500: Campbelltown (C) (NSW),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11520: Canada Bay (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11570: Canterbury-Bankstown (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11600: Carrathool (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11650: Central Coast (C) (NSW),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11700: Central Darling (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11720: Cessnock (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11730: Clarence Valley (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11750: Cobar (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),11800: Coffs Harbour (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12000: Coolamon (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12150: Coonamble (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12160: Cootamundra-Gundagai Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12350: Cowra (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12380: Cumberland (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12390: Dubbo Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12700: Dungog (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12730: Edward River (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12750: Eurobodalla (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12850: Fairfield (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12870: Federation (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12900: Forbes (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12930: Georges River (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,440: Health buildings,LGA2021: Local Government Areas (2021),12950: Gilgandra (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10050: Albury (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10180: Armidale Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10250: Ballina (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10300: Balranald (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10470: Bathurst Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10500: Bayside (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10550: Bega Valley (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10600: Bellingen (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10650: Berrigan (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10750: Blacktown (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10800: Bland (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10850: Blayney (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10900: Blue Mountains (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),10950: Bogan (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11150: Bourke (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11200: Brewarrina (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11250: Broken Hill (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11300: Burwood (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11350: Byron (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11400: Cabonne (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11450: Camden (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11500: Campbelltown (C) (NSW),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11520: Canada Bay (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11570: Canterbury-Bankstown (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11600: Carrathool (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11650: Central Coast (C) (NSW),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11700: Central Darling (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11720: Cessnock (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11730: Clarence Valley (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11750: Cobar (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),11800: Coffs Harbour (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12000: Coolamon (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12150: Coonamble (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12160: Cootamundra-Gundagai Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12350: Cowra (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12380: Cumberland (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12390: Dubbo Regional (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12700: Dungog (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12730: Edward River (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12750: Eurobodalla (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12850: Fairfield (C),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12870: Federation (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12900: Forbes (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
ABS:BA_LGA2021(1.0.0),1: Number of dwelling units,1: Private Sector,TOT: Total Work,450: Entertainment and recreation buildings,LGA2021: Local Government Areas (2021),12930: Georges River (A),M: Monthly,2021-09,,NUM: Number,0: Units,"n: not available for publication but included in totals where applicable, unless otherwise indicated",
